url,source,category,headline
https://www.foxnews.com/politics/venezuelan-gang-tren-de-aragua-given-green-light-members-kill-cops.print,fox,politics,Venezuelan gang Tren de Aragua gives 'green light' to members to attack cops: officials
https://www.foxnews.com/entertainment/gwyneth-paltrow-brad-pitt-sent-really-beautiful-gift,fox,entertainment,Gwyneth Paltrow reveals ex Brad Pitt recently sent her 'really beautiful' gift
https://www.nbcnews.com/politics/2024-primary-elections/minnesota-house-results,nbc,politics,Minnesota House Primary Election 2024 Live Results
https://www.foxnews.com/politics/bipartisan-commission-study-trump-assassination-attempt-teed-up-house-vote,fox,politics,Bipartisan commission to study Trump assassination attempt teed up for House vote
https://www.foxnews.com/lifestyle/election-year-americans-need-fewer-hot-takes-cool-headed-reasoning.print,fox,lifestyle,"In an election year, Americans need fewer hot takes and more cool headed reasoning"
https://www.foxnews.com/us/lori-loughlin-college-admissions-scandal-judge-napolitano,fox,us,"Judge Napolitano slams judges in college admissions scandal, says prosecutors 'gravely overreached'"
https://www.foxnews.com/media/cnn-brian-stelter-reliable-sources-2021.print,fox,media,Here are 20 major media stories CNN's Brian Stelter ignored on his so called media show in 2021
https://www.nbcnews.com/politics/2020-election/taylor-swift-endorses-joe-biden-president-n1242483,nbc,politics,Taylor Swift endorses Joe Biden for President
https://www.foxnews.com/us/northwestern-professor-school-gave-anti-israel-agitators-son-notorious-terrorist-radicals,fox,us,"Northwestern professor, whose school gave in to anti Israel agitators, is son of notorious terrorist radicals"
https://www.nbcnews.com/politics/justice-department/jan-6-rioter-rally-runner-arrested-tucker-carlson-conspiracy-theory-rcna97777,nbc,politics,Jan. 6 rioter who Tucker Carlson guest said was a fed is arrested by the FBI
https://www.foxnews.com/media/biden-privately-rivalry-obama-former-presidents-staff-predicted-biden-would-suck-as-president,fox,media,"Biden privately in 'rivalry' with Obama, former president's staff predicted Biden 'would suck as president'"
https://www.foxnews.com/politics/tales-from-trail-verdict-trial-over-trump.print,fox,politics,Tales from The Trail: Trump 'unleashed' with criminal trial over
https://www.nbcnews.com/tech/internet/hunting-ai-bots-four-words-trick-rcna161318,nbc,tech,Hunting for AI bots? These four words could do the trick
https://www.foxnews.com/politics/trump-warns-loses-presidential-immunity-so-will-crooked-joe-biden.print,fox,politics,"Trump warns that if he loses presidential immunity, so will 'crooked' Joe Biden"
https://www.nbcnews.com/select/shopping/best-peptides-for-skin-rcna156798,nbc,select,Are peptides the new retinol? Here's everything you need to know about this latest skin care you're seeing everywhere
https://www.foxnews.com/politics/political-storm-trump-lies-biden-urges-former-president-get-life-man,fox,politics,"Political storm: On Trump 'onslaught of lies,' Biden urges former president to 'get a life man'"
https://www.foxnews.com/travel/airport-tray-aesthetic-goes-viral-some-travelers-halt-security-checkpoints-photo-ops,fox,travel,'Airport tray aesthetic' goes viral as some travelers halt security checkpoints for photo ops
https://www.foxnews.com/us/texas-human-trafficking-crash-leaves-two-migrants-dead-dozen-others-injured.print,fox,us,"Texas human trafficking crash leaves two migrants dead, a dozen others injured"
https://www.nbcnews.com/select/shopping/best-games-xbox-game-pass-ncna1303243,nbc,select,The 13 best Xbox Game Pass games to play alone or with friends
https://www.nbcnews.com/news/latino/puerto-ricans-displaced-earthquakes-wait-safe-home-amid-roadblocks-delays-n1120941,nbc,news,"Puerto Ricans displaced by earthquakes wait for a safe home amid roadblocks, delays"
https://www.nbcnews.com/news/world/human-rights-watch-accuses-israel-apartheid-over-treatment-palestinians-n1265442,nbc,news,"Global rights group accuses Israel of apartheid, persecution"
https://www.nbcnews.com/select/shopping/best-dandruff-shampoos-2023-ncna1302973,nbc,select,"If you struggle with dandruff, these are the best shampoos to keep you flake free"
https://www.nbcnews.com/politics/2024-election/harris-maintains-strong-lead-black-swing-state-voters-new-poll-rcna175420,nbc,politics,Harris maintains strong lead among Black swing state voters in a new poll
https://www.foxnews.com/politics/harris-claimed-biden-completely-fit-continue-office-despite-many-documented-encounters-past-year,fox,politics,"Harris claims Biden fit to continue in office, despite more than 80 documented encounters in past year"
https://www.foxnews.com/health/nappucino-trend-caffeine-before-nap-could-key-better-sleep,fox,health,'Napuccino' trend: Caffeine before a nap could be key to better sleep
https://www.foxnews.com/lifestyle/this-day-history-feb-23-1945-us-marines-raise-american-flag-over-iwo-jima,fox,lifestyle,"On this day in history, February 23, 1945, US Marines raise American flag on Iwo Jima, seen in stunning photo"
https://www.foxnews.com/lifestyle/parents-two-american-dream-home-beauford-south-carolina-special,fox,lifestyle,"Parents of two find their 'American Dream Home' in Beaufort, South Carolina: 'So special'"
https://www.foxnews.com/health/ask-doc-can-warming-feet-really-help-sleep-better,fox,health,Ask a doctor: 'Can warming my feet really help me sleep better?'
https://www.foxnews.com/health/study-reveals-extreme-weathers-impact-seniors-attendance-doctor-appointments,fox,health,New study reveals extreme weather's impact on seniors' attendance at doctor appointments
https://www.foxnews.com/us/rachel-morin-murder-illegal-immigrant-from-el-salvador-charged-rape-killing-maryland-mom-5,fox,us,"Rachel Morin murder: Illegal immigrant from El Salvador charged in rape, killing of Maryland mom of 5"
https://www.nbcnews.com/politics/2024-election/josh-shapiro-says-antisemitism-played-no-role-vp-discussions-slams-tru-rcna167167,nbc,politics,Josh Shapiro says antisemitism played no role in VP discussions and slams Trump's comments
https://www.foxnews.com/politics/georgia-dems-chair-reveals-message-undecided-gop-voters-harris-works-build-broad-base,fox,politics,Georgia Dems chair reveals message to undecided GOP voters as Harris works to build broad base
https://www.nbcnews.com/pop-culture/tv/live-blog/emmys-2024-live-updates-rcna167469,nbc,pop-culture,"Emmy Awards 2024 highlights: âThe Bearâ, âBaby Reindeer,â âShogunâ led in wins, and a âHacksâ surprise"
https://www.nbcnews.com/news/nbcblk/trump-stop-frisk-black-male-voters-rcna157084,nbc,news,Trump courts Black men as he pledges return to a policy that disproportionately targeted them
https://www.foxnews.com/us/floridians-prepare-worst-hurricane-milton-quickly-approaches,fox,us,Floridians prepare for the worst as Hurricane Milton quickly approaches
https://www.foxnews.com/lifestyle/meet-american-who-wrote-moon-landing-software-margaret-hamilton-computer-whiz-mom,fox,lifestyle,"Meet the American who wrote the moon landing software: Margaret Hamilton, computer whiz mom"
https://www.nbcnews.com/health/health-news/overdose-deaths-fake-pills-are-rising-especially-younger-adults-rcna102543,nbc,health,"Overdose deaths from fake pills are rising, especially among younger adults"
https://www.foxnews.com/world/us-israeli-citizen-kidnapped-oct-7-confirmed-dead-idf-says,fox,world,"US Israeli citizen who was kidnapped on Oct. 7 confirmed dead, IDF says"
https://www.nbcnews.com/news/world/us-recognize-palestinian-state-biden-israel-war-gaza-rcna136708,nbc,news,What the U.S. recognizing a Palestinian state would mean
https://www.foxnews.com/entertainment/arnold-schwarzenegger-expands-current-relationship-status-ex-wife-maria-shriver,fox,entertainment,Arnold Schwarzenegger expands on his current relationship status with ex wife Maria Shriver
https://www.foxnews.com/politics/democratic-socialists-group-boasts-helped-make-walz-harris-running-mate-force-cannot-ignored.print,fox,politics,Democratic Socialists group boasts it helped make Walz Harris' running mate: 'Force that cannot be ignored'
https://www.foxnews.com/sports/wwe-legend-hulk-hogan-has-super-bowl-aspirations-lions-after-surprise-camp-visit-i-predict-greatness,fox,sports,WWE legend Hulk Hogan has Super Bowl aspirations for Lions after surprise camp visit: 'I predict greatness'
https://www.nbcnews.com/politics/justice-department/guy-reffitt-first-jan-6-rioter-go-trial-found-guilty-counts-rcna19041,nbc,politics,"Guy Reffitt, first Jan. 6 rioter to go to trial, found guilty on all counts"
https://www.foxnews.com/entertainment/bruce-willis-shares-sweet-embrace-daughter-tallulah-makes-funny-faces-playful-snaps.print,fox,entertainment,Bruce Willis shares sweet embrace with daughter Tallulah and makes funny faces in playful snaps
https://www.nbcnews.com/select/shopping/curl-hair-type-explained-rcna129053,nbc,select,There are 9 types of curly hair here's how to identify and care for yours
https://www.nbcnews.com/tech/security/us-confirms-trump-campaign-claim-was-breached-iranian-hackers-rcna167285,nbc,tech,U.S. confirms Trump campaign claim it was breached by Iranian hackers
https://www.foxnews.com/politics/balance-power-trump-campaign-slams-sen-tester-radically-out-touch-after-abortion-ad-rollout,fox,politics,Balance of power: Trump campaign slams Sen Tester as 'radically out of touch' after abortion ad rollout
https://www.foxnews.com/opinion/biden-clearly-poor-health-deserve-honest-transparent-report,fox,opinion,Biden is clearly in poor health. We deserve an honest and transparent report
https://www.foxnews.com/sports/va-tech-swimmer-ncaa-transgender-participation,fox,sports,VA Tech swimmer rips NCAA transgender participation policy: 'Feels like the final spot was taken from me'
https://www.nbcnews.com/news/world/israel-hamas-war-hezbollah-lebanon-attacks-haifa-west-bank-al-jazeera-rcna172130,nbc,news,Israel and Hezbollah exchange heavy fire as fears of war mount
https://www.foxnews.com/travel/top-us-states-visit-where-people-have-claimed-ufo-sightings,fox,travel,Top US states to visit where people have claimed UFO sightings
https://www.foxnews.com/entertainment/victorias-secret-fashion-show-wildest-moments-gisele-bundchen-fur-flap12m-bra-awkward-exes.print,fox,entertainment,"Victoria's Secret fashion show wildest moments included Gisele Bündchen fur flap, $12M bras, awkward exes"
https://www.nbcnews.com/politics/2024-election/live-blog/election-2024-live-updates-rcna131516,nbc,politics,Ron DeSantis says Trump is not 'pro life' at Iowa town hall event
https://www.foxnews.com/politics/new-jersey-democrat-proposes-bill-create-travel-advisories-inform-pregnant-women-state-abortion-laws.print,fox,politics,New Jersey Democrat proposes bill to create travel advisories to inform pregnant women of state abortion laws
https://www.nbcnews.com/news/asian-america/modis-white-house-visit-highlights-deep-diaspora-divides-rcna89275,nbc,news,Modi's White House visit highlights deep diaspora divides
https://www.foxnews.com/tech/robot-cook-burger-less-60-seconds,fox,tech,This robot can cook a burger in less than 60 seconds
https://www.nbcnews.com/news/latino/migrants-selling-fruit-candy-new-yorks-subway-are-plagued-fear-uncerta-rcna175712,nbc,news,Migrants selling fruit and candy in New York's subway are plagued by fear and uncertainty
https://www.foxnews.com/politics/texas-gov-abbott-reveals-which-3-issues-trump-focus-debate,fox,politics,Texas Gov. Abbott reveals which 3 issues Trump should focus on during debate: 'Let Harris talk'
https://www.foxnews.com/world/protests-erupt-santiago-power-outages-food-shortages-cuba-faces-economic-crisis,fox,world,"Protests erupt in Santiago over power outages, food shortages as Cuba faces economic crisis"
https://www.nbcnews.com/politics/politics-news/-palestinian-protests-inflame-tensions-washington-israel-hamas-war-rcna163661,nbc,politics,Pro Palestinian protests inflame tensions in Washington over the Israel Hamas war
https://www.nbcnews.com/news/world/taiwan-firm-denies-making-pagers-used-lebanon-explosions-rcna171594,nbc,news,Who made the exploding pagers? A messy global trail emerges behind deadly Lebanon blasts
https://www.foxnews.com/politics/trump-indicted-second-time-election-subversion-case-brought-special-counsel-jack-smith.print,fox,politics,Trump indicted a second time in election subversion case brought by special counsel Jack Smith
https://www.foxnews.com/live-news/trump-second-assassination-attempt-golf-course-ryan-routh,fox,live-news,Investigation into second assassination attempt on Donald Trump continues
https://www.foxnews.com/world/video-captures-water-tank-falling-woman-but-she-miraculously-escapes-injury.print,fox,world,Video captures water tank falling on woman but she miraculously escapes injury
https://www.foxnews.com/world/sen-cotton-says-biden-harris-likely-prolonged-gaza-war-let-aid-go-terrorists-betrayed-taxpayers.print,fox,world,"Sen Cotton says Biden Harris likely prolonged Gaza war, let aid go to terrorists: 'Betrayed' taxpayers"
https://www.nbcnews.com/select/shopping/smartish-wallet-slayer-vol-1-iphone-case-ncna1290394,nbc,select,Why I love my iPhone case and wallet combo
https://www.nbcnews.com/news/world/israeli-prime-minister-netanyahu-hospitalized-rcna94428,nbc,news,Israeli Prime Minister Netanyahu hospitalized
https://www.nbcnews.com/politics/2024-election/poll-biden-trump-economy-presidential-race-rcna136834,nbc,politics,Poll: 20 point deficit on handling economy highlights Biden's struggles against Trump
https://www.foxnews.com/politics/biden-charge-country-second-straight-vacation-white-house-insists,fox,politics,"Biden is in charge of country on second straight vacation, White House insists"
https://www.foxnews.com/us/rachel-morin-murder-maryland-lawmaker-confronts-mayorkas-over-failure-involving-illegal-immigrant-suspect,fox,us,Rachel Morin murder: Maryland lawmaker confronts Mayorkas over 'failure' involving illegal immigrant suspect
https://www.foxnews.com/food-drink/10-restaurants-best-best-us-says-tripadvisor,fox,food-drink,"These 10 restaurants are considered the 'best of the best' in the US, says Tripadvisor"
https://www.nbcnews.com/news/world/israel-netanyahu-bibi-makes-comeback-israeli-pm-lapid-concedes-defeat-rcna55331,nbc,news,Israel's Netanyahu makes comeback as Israeli PM Lapid concedes defeat
https://www.foxnews.com/politics/trump-rejecting-advice-tries-mockery-insults-ai-against-kamala-working,fox,politics,"Trump, rejecting advice, tries mockery, insults, AI against Kamala, but is it working?"
https://www.foxnews.com/politics/louisiana-classifies-abortion-drugs-controlled-dangerous-substances-gov-landry-greenlights-proposal,fox,politics,"Louisiana classifies abortion drugs as controlled, dangerous substances after Gov. Landry greenlights proposal"
https://www.nbcnews.com/politics/justice-department/woman-arrested-allegedly-threatening-federal-judge-trump-election-case-rcna100320,nbc,politics,Texas woman arrested and charged with threatening federal judge overseeing Trump's election case
https://www.foxnews.com/media/nearly-two-thirds-americans-believe-illegal-immigration-real-crisis-not-media-narrative-poll,fox,media,"Nearly two thirds of Americans believe illegal immigration is real crisis, not a media narrative: poll"
https://www.foxnews.com/entertainment/sharon-stone-hanging-out-rapper-rmr-report,fox,entertainment,"Sharon Stone, 63, 'hanging out' with rapper RMR, 25: report"
https://www.foxnews.com/health/new-jersey-twins-matching-heart-surgeries-marfan-syndrome-diagnosis-life,fox,health,New Jersey twins receive matching heart surgeries after Marfan syndrome diagnosis: 'A better life'
https://www.nbcnews.com/select/shopping/personalized-fathers-day-gifts-ncna1269952,nbc,select,"Personalized Father's Day gifts for dad from Apple, JBL and more"
https://www.nbcnews.com/select/shopping/what-are-best-skin-care-products-acne-prone-skin-look-ncna1032911,nbc,select,Acne is becoming more common among U.S. adults look for these 4 ingredients to treat it
https://www.foxnews.com/media/politico-says-harris-running-dream-economy-voters-arent-noticing,fox,media,Politico says Harris is running on a 'dream economy' but voters aren't noticing
https://www.foxnews.com/sports/pga-america-director-defends-record-high-ryder-cup-prices-bethpage-black-tier-1-event.print,fox,sports,PGA of America director defends record high Ryder Cup prices at Bethpage Black: 'Tier 1 event'
https://www.nbcnews.com/news/world/hezbollah-nasrallah-threats-hamas-israel-iran-gaza-rcna164677,nbc,news,Hezbollah head vows vengeance over killing of Hamas leader in Iran
https://www.nbcnews.com/politics/justice-department/jan-6-participant-arrested-hours-long-standoff-fbi-rcna63035,nbc,politics,Jan. 6 participant arrested after hourslong standoff with the FBI
https://www.foxnews.com/politics/new-poll-shows-trump-holds-lead-remarkably-resilient-support-poll,fox,politics,New poll shows Trump holds lead with 'remarkably resilient' support
https://www.nbcnews.com/select/shopping/best-weighted-comforters-weighted-blankets-ncna1193596,nbc,select,"How to buy a weighted comforter, the next step in weighted blankets"
https://www.foxnews.com/sports/israeli-swimmer-anastasia-gorbenko-booed-worlds-qatar-winning-silver-medal,fox,sports,Israeli swimmer Anastasia Gorbenko booed at Worlds in Qatar after winning silver medal
https://www.foxnews.com/politics/trump-reveals-which-election-issue-bigger-deal-than-inflation-economy,fox,politics,Trump reveals which election issue is a 'bigger deal' than inflation and the economy
https://www.foxnews.com/politics/overwhelming-majority-black-swing-state-voters-back-harris-across-all-age-groups-poll,fox,politics,"Majority of Black swing state voters back Harris, as Trump makes inroads with Black men: poll"
https://www.nbcnews.com/news/world/iran-attack-israel-israel-war-gaza-hamas-drone-missile-rcna147784,nbc,news,The covert war between Israel and Iran has exploded into view. What comes next?
https://www.nbcnews.com/politics/white-house/biden-harris-werent-invited-arlington-abbey-gate-trump-rcna169154,nbc,politics,White House says Biden and Harris weren't invited to Arlington Cemetery by families of service members killed during Afghanistan withdrawal
https://www.foxnews.com/politics/new-mexico-county-commissioner-who-participated-in-jan-6-riot-loses-supreme-court-appeal,fox,politics,New Mexico county commissioner who participated in Jan 6 riot loses Supreme Court appeal
https://www.nbcnews.com/news/world/israel-ben-gvir-visits-jerusalem-holy-site-palestinians-rcna63996,nbc,news,Israeli ultranationalist minister visits Jerusalem holy site
https://www.foxnews.com/media/meet-everyday-heroes-commemorated-fox-nation-2023-patriot-awards,fox,media,Meet the everyday heroes commemorated at Nation's 2023 Patriot Awards
https://www.foxnews.com/politics/presidential-candidates-activists-praise-sacrifice-us-airman-burned-alive-protest-israel,fox,politics,"Presidential candidates, activists praise 'sacrifice' of US airman who burned himself alive to protest Israel"
https://www.foxnews.com/politics/flashback-harris-campaign-senior-adviser-several-insensitive-comments-women-gay-people,fox,politics,"FLASHBACK: New Harris campaign senior adviser made several insensitive comments about women, gay people"
https://www.foxnews.com/health/girl-who-cant-smile-rare-disorder-became-woman-greatest-gift,fox,health,The girl who can't smile: How a rare disorder became a young woman's 'greatest gift'
https://www.foxnews.com/politics/harris-ramps-up-outreach-black-male-voters-polls-suggest-trump-making-gains,fox,politics,Harris ramps up outreach to Black male voters as polls suggest Trump making gains
https://www.foxnews.com/us/nj-police-eye-absent-parents-young-mobs-upend-family-friendly-vacation-hot-spots.print,fox,us,NJ police eye absent parents after young mobs upend family friendly vacation hot spots
https://www.foxnews.com/media/media-rushes-declare-kamala-harris-border-czar-immigration-crisis-haunts-campaign,fox,media,Axios hit with community note after claiming Harris was never 'border czar'
https://www.nbcnews.com/politics/donald-trump/trump-s-name-will-appear-coronavirus-relief-checks-n1184026,nbc,politics,Trump's name will appear on coronavirus relief checks
https://www.nbcnews.com/select/shopping/best-grocery-delivery-services-ncna1297967,nbc,select,How a delivery service could actually help you save money on groceries
https://www.nbcnews.com/politics/donald-trump/donald-trump-jd-vance-relationship-rcna171181,nbc,politics,Inside Trump and Vance's 'buddy level' relationship
https://www.foxnews.com/us/illegal-immigrant-suspected-maryland-mom-rachel-morins-murder-faces-maximum-penalty-convicted,fox,us,Illegal immigrant suspected in Maryland mom Rachel Morin's murder faces maximum penalty if convicted
https://www.foxnews.com/us/9-11-museums-memorials,fox,us,Memorials honoring 9/11 victims across the United States where you can pay your respects to the fallen
https://www.foxnews.com/politics/biden-campaign-sends-all-staff-memo-hoping-calm-post-debate-concerns-report,fox,politics,Biden campaign sends all staff memo hoping to calm post debate concerns
https://www.foxnews.com/politics/trump-outperforming-2020-support-among-hispanics-who-prefer-him-immigration-poll-shows.print,fox,politics,"Trump outperforming 2020 support among Hispanics, who prefer him on immigration, poll shows"
https://www.nbcnews.com/news/world/misinformation-israel-hamas-spreading-social-media-rcna119345,nbc,news,Misinformation about Israel and Hamas is spreading on social media
https://www.foxnews.com/us/new-york-ms-13-little-devil-convicted,fox,us,New York MS 13's 'Little Devil' convicted in ambush murder of 4 young men
https://www.foxnews.com/politics/abuse-power-house-gop-opens-probe-ukrainian-presidents-trip-battleground-pennsylvania,fox,politics,'Abuse of power': House GOP opens probe into Ukrainian president's trip to battleground Pennsylvania
https://www.nbcnews.com/select/shopping/best-remote-work-home-tech-screens-ncna1161791,nbc,select,Working remote? A longtime remote worker shares tips for the best tech
https://www.foxnews.com/media/time-magazine-owner-takes-kamala-harris-task-denying-interview-requests-we-believe-transparency,fox,media,Time magazine owner takes Kamala Harris to task for denying interview requests: 'We believe in transparency'
https://www.foxnews.com/media/next-presidential-administration-get-serious-about-immigration-say-voters-key-battleground-state,fox,media,"Next presidential administration has to 'get serious' about immigration, say voters in key battleground state"
https://www.foxnews.com/media/unzipping-truth-fox-nation-reveals-michael-baden-forensics-cases-heads,fox,media,Unzipping the truth: Nation series reveals how Dr. Michael Baden's forensics turned cases on their heads
https://www.foxnews.com/media/laura-ingraham-strategy-could-cost-democrats-dearly-november.print,fox,media,LAURA INGRAHAM: This strategy could cost Democrats 'dearly' in November
https://www.foxnews.com/politics/trump-harris-debate-sen-rick-scott-identifies-biggest-thing-can-help-former-president,fox,politics,Trump Harris debate: Sen Rick Scott identifies 'biggest thing' that can help former president
https://www.foxnews.com/politics/elite-university-journalism-professor-exposed-for-monthslong-campaign-justifying-hamas,fox,politics,Elite university journalism professor exposed for monthslong campaign justifying Hamas
https://www.nbcnews.com/politics/congress/jan-6-panel-warns-attempts-influence-witnesses-trump-allies-rcna35800,nbc,politics,Jan. 6 panel warns of attempts to 'influence' witnesses by Trump allies
https://www.foxnews.com/politics/harris-trump-cash-dash-former-president-flip-script-fundraising-swing-oil-country,fox,politics,Harris Trump cash dash: Former president looks to flip script with fundraising swing in oil country
https://www.nbcnews.com/tech/misinformation/taylor-swift-nude-deepfake-goes-viral-x-platform-rules-rcna135669,nbc,tech,"Nude deepfakes of Taylor Swift went viral on X, evading moderation and sparking outrage"
https://www.nbcnews.com/politics/white-house/biden-germany-speaks-hope-ceasefire-gaza-sinwar-death-rcna176079,nbc,politics,Biden in Germany speaks of hope of a cease fire in Gaza after Sinwar death
https://www.nbcnews.com/select/shopping/aapi-owned-food-beverage-brands-ncna1305682,nbc,select,201+ AAPI owned businesses to support in 2025 and beyond
https://www.nbcnews.com/politics/white-house/biden-meet-indian-prime-minister-modi-white-house-rcna90391,nbc,politics,Biden hosts Indian Prime Minister Modi at White House
https://www.foxnews.com/politics/democratic-lawmakers-hot-mic-mocking-parental-rights-garbage-stupid,fox,politics,"Democratic lawmakers caught on hot mic mocking parental rights as 'garbage,' 'stupid'"
https://www.foxnews.com/media/reporter-visibly-shaken-cnn-boss-scolds-emotional-trump-town-hall-coverage,fox,media,Reporter 'visibly shaken' after CNN boss scolds him for being 'too emotional' in Trump town hall coverage
https://www.foxnews.com/politics/trump-urges-biden-follow-debate-promise-ready,fox,politics,Trump urges Biden to follow through with debate promise: 'I'm ready to go anywhere'
https://www.foxnews.com/health/rare-condition-caused-patient-see-demonic-faces-study-visual-disorder.print,fox,health,"Rare condition caused patient to see 'demonic' faces, says study on 'visual disorder'"
https://www.foxnews.com/media/trump-declares-border-war-zone-dings-newsom-terrible-job-migrant-epicenter-shifts,fox,media,"Trump declares border a 'war zone,' dings Newsom for doing 'terrible job' as migrant epicenter shifts"
https://www.foxnews.com/politics/kamala-harris-courts-disillusioned-arab-americans-over-jewish-groups.print,fox,politics,"Kamala Harris courts disillusioned Arab Americans over Jewish groups, records show"
https://www.nbcnews.com/news/world/volodymyr-zelenskyy-become-global-phenomenon-rcna24355,nbc,news,Zelenskyy's rise: From 'Dancing with the Stars' and 'Paddington 2' to facing down Putin
https://www.foxnews.com/food-drink/salad-always-better-choice-sandwich-think-twice.print,fox,food-drink,Is a salad always a better choice than a sandwich? Think twice about that
https://www.foxnews.com/media/msnbc-host-guns-slavery-lincoln-slavery,fox,media,MSNBC host compares guns to slavery: 'Lincoln was criticized for moving too slowly' to 'end slavery'
https://www.nbcnews.com/politics/2022-election/josh-shapiro-declared-winner-2022-pennsylvania-governor-midterm-electi-rcna55169,nbc,politics,Democrat Josh Shapiro defeats Republican Doug Mastriano in Pennsylvania governor's race
https://www.foxnews.com/politics/nevada-senate-candidates-spar-biological-males-womens-sports-immigration-ufos-debate.print,fox,politics,"Nevada Senate hopefuls tackle trans athletes, immigration and UFOs in only debate"
https://www.foxnews.com/us/pennsylvania-court-school-mask-mandate,fox,us,"Pennsylvania court tosses school mask mandate, health secretary appeals"
https://www.nbcnews.com/news/world/thaad-israel-hezbollah-defense-system-rcna175235,nbc,news,"U.S. sending powerful defense system to Israel, deepening its involvement in the conflict"
https://www.nbcnews.com/select/shopping/best-smart-lawn-sprinkler-controller-systems-ncna1222056,nbc,select,8 best smart sprinkler controller systems for watering your lawn
https://www.nbcnews.com/politics/donald-trump/trump-splits-ally-mccarthy-ashli-babbitt-shooting-jan-6-rcna69018,nbc,politics,Trump splits with ally McCarthy over Ashli Babbitt shooting on Jan. 6
https://www.foxnews.com/politics/2024-cash-dash-harris-fundraising-surge-more-than-doubles-trumps-haul-last-month,fox,politics,2024 Cash Dash: Harris fundraising surge more than doubles Trump's haul last month
https://www.foxnews.com/lifestyle/this-day-history-dec-14-1977-saturday-night-fever-debuts-disco-era,fox,lifestyle,"On this day in history, December 14, 1977, 'Saturday Night Fever' debuts, capturing disco era in America"
https://www.foxnews.com/politics/new-poll-reveals-voters-thoughts-kamala-harris-biden-cant-finish-second-term,fox,politics,New poll reveals voters' thoughts on Kamala Harris if Biden can't finish second term
https://www.nbcnews.com/news/world/nobel-laureate-muhammad-yunus-chosen-lead-bangladesh-protests-toppled-rcna165434,nbc,news,Nobel laureate Yunus will head Bangladesh's interim government after unrest ousted Hasina
https://www.foxnews.com/politics/chip-roy-says-voters-dont-give-two-flying-s-s-about-government-shutdown-fight,fox,politics,Chip Roy says voters 'don't give 2 flying s s' about government shutdown fight
https://www.foxnews.com/tech/elon-musk-moving-spacex-headquarters-texas-frustration-california-laws,fox,tech,Elon Musk says he's moving SpaceX headquarters to Texas amid frustration with California laws
https://www.nbcnews.com/tech/tech-news/elon-musk-raises-payment-offer-100-voters-sign-petition-rcna176075,nbc,tech,Elon Musk announces $1M giveaway for voters who sign petition in battleground states
https://www.foxnews.com/politics/border-patrol-union-endorses-controversial-senate-border-deal-far-better-status-quo,fox,politics,Border Patrol Union endorses controversial Senate border deal: 'far better than the status quo'
https://www.foxnews.com/media/cnn-jeff-zucker-david-chalian-hunter-biden-project-veritas,fox,media,"CNN boss, political director spiked Hunter Biden controversy, audiotapes reveal: 'We're not going with' story"
https://www.nbcnews.com/news/world/live-blog/israel-hamas-war-live-updates-rcna126500,nbc,news,24 hostages and 39 Palestinians released in Israel Hamas truce
https://www.foxnews.com/politics/beyonce-gave-scotus-justice-ketanji-brown-jackson-concert-tickets-valued-nearly-4000-filing,fox,politics,"Beyoncé gave SCOTUS Justice Ketanji Brown Jackson concert tickets valued at nearly $4,000: report"
https://www.foxnews.com/media/mike-pence-2024-bid-test-gop-changed-trump-others-walking-away-us-leadership,fox,media,"Mike Pence: 2024 bid will 'test' whether GOP changed, Trump and others 'walking away from US leadership'"
https://www.nbcnews.com/tech/tech-news/big-tech-companies-reveal-trust-safety-cuts-disclosures-senate-judicia-rcna145435,nbc,tech,Big Tech companies reveal trust and safety cuts in disclosures to Senate Judiciary Committee
https://www.nbcnews.com/select/shopping/best-advent-calendars-2021-ncna1283726,nbc,select,Legos? Wine? Makeup? Dog treats? These Advent calendars go above and beyond chocolate
https://www.nbcnews.com/news/world/gaza-strip-experiencing-internet-outages-electricity-cuts-bombings-rcna119564,nbc,news,Gaza Strip experiencing internet outages and electricity cuts after bombings
https://www.nbcnews.com/investigations/new-twist-covid-relief-fraud-case-third-fraudster-run-rcna14827,nbc,investigations,New twist in Covid relief fraud case: Third fraudster is on the run
https://www.foxnews.com/media/fox-nation-veteran-memorial-day,fox,media,Nation unveils veteran themed content to commemorate Memorial Day
https://www.nbcnews.com/politics/2024-election/live-blog/new-hampshire-primary-live-updates-rcna134576#rcrd31938,nbc,politics,"Biden, Trump win New Hampshire primary: Highlights"
https://www.foxnews.com/politics/biden-admin-eco-rule-curbing-oil-drilling-mining-faces-widespread-opposition,fox,politics,"Biden admin eco rule curbing oil drilling, mining faces widespread opposition"
https://www.nbcnews.com/news/world/canada-expels-top-india-diplomats-links-murder-sikh-leader-rcna175414,nbc,news,"Canada expels top India diplomats, links them to murder of Sikh leader"
https://www.nbcnews.com/politics/alabama-senate-house-pass-bills-protect-ivf-rcna141184,nbc,politics,Alabama Senate and House pass bills to protect IVF after court ruling
https://www.foxnews.com/politics/top-senate-democrat-angry-over-biden-harris-admin-stonewalling-after-trump-assassination-attempts,fox,politics,Top Senate Democrat 'angry' over Biden Harris admin 'stonewalling' after Trump assassination attempts
https://www.nbcnews.com/politics/donald-trump/judge-trumps-hush-money-trial-delays-sentencing-supreme-court-immunity-rcna160028,nbc,politics,Judge in Trump's hush money trial delays sentencing following Supreme Court immunity ruling
